iter	RMSE
0	0.002879712949
1	0.002857680113
2	0.002835809169
3	0.002814156835
4	0.002792997306
5	0.002772448042
6	0.002751926603
7	0.002731525538
8	0.002711406442
9	0.002691426903
10	0.002671626066
11	0.002652148982
12	0.002633169523
13	0.00261416566
14	0.002595400969
15	0.002576915081
16	0.002558839061
17	0.002540719117
18	0.002522762307
19	0.00250503868
20	0.002487626156
21	0.002470483277
22	0.002453460642
23	0.002437032548
24	0.002420491755
25	0.002404115531
26	0.002387973096
27	0.002372068696
28	0.002356414213
29	0.00234102909
30	0.002325733383
31	0.002310727621
32	0.002295802883
33	0.002281072012
34	0.00226656325
35	0.002252296971
36	0.002238292292
37	0.002224377043
38	0.002210646744
39	0.002197009687
40	0.002183943822
41	0.002170740875
42	0.002157635097
43	0.00214485989
44	0.002132195407
45	0.002119711284
46	0.002107277125
47	0.002095175942
48	0.002083180754
49	0.002071361448
50	0.00205980771
51	0.002048252663
52	0.00203691352
53	0.002025649894
54	0.002014526287
55	0.002003759842
56	0.001992967325
57	0.001982498917
58	0.001972007549
59	0.001961681986
60	0.001951575354
61	0.001941517952
62	0.001931832111
63	0.001922256601
64	0.001912542042
65	0.001902985956
66	0.001893689911
67	0.001884399417
68	0.001875230303
69	0.001866489629
70	0.001857883174
71	0.001849208617
72	0.001840623471
73	0.00183215796
74	0.001823849382
75	0.00181571188
76	0.001807640972
77	0.001799799256
78	0.001792020323
79	0.00178440642
80	0.001776743303
81	0.001769230671
82	0.001761807711
83	0.001754532978
84	0.001747293434
85	0.001740212177
86	0.001733207753
87	0.001726389294
88	0.0017197792
89	0.001713232088
90	0.0017067112
91	0.001700298791
92	0.001694047758
93	0.001687871432
94	0.001681882447
95	0.001675866836
96	0.001669939515
97	0.001663986871
98	0.001658213155
99	0.001652511944
100	0.001646891268
101	0.001641450408
102	0.001636055149
103	0.001630736451
104	0.00162548648
105	0.001620306037
106	0.001615298734
107	0.001610335129
108	0.001605454524
109	0.001600525141
110	0.001595732918
111	0.001591077371
112	0.001586479704
113	0.001581969414
114	0.001577425177
115	0.001572957822
116	0.00156854891
117	0.001564296705
118	0.001560067865
119	0.001555950278
120	0.001551894681
121	0.001547922925
122	0.001543976991
123	0.00154017178
124	0.001536313379
125	0.001532624265
126	0.001528874902
127	0.001525193434
128	0.00152161413
129	0.001518097236
130	0.00151455345
131	0.001511119807
132	0.00150774007
133	0.001504459822
134	0.001501229787
135	0.001498079577
136	0.001494936751
137	0.001491804476
138	0.001488730005
139	0.00148569115
140	0.001482679021
141	0.001479817471
142	0.001476964921
143	0.001474157178
144	0.001471376048
145	0.001468680245
146	0.001465997985
147	0.001463341454
148	0.001460785404
149	0.001458185004
150	0.001455650877
151	0.001453175454
152	0.001450776707
153	0.001448354897
154	0.001445978619
155	0.001443650028
156	0.001441451766
157	0.001439175646
158	0.001436980617
159	0.001434794816
160	0.001432721023
161	0.001430613638
162	0.001428505455
163	0.00142650126
164	0.001424451438
165	0.001422488928
166	0.001420516836
167	0.001418624573
168	0.001416695331
169	0.001414835064
170	0.00141300166
171	0.00141118224
172	0.001409373228
173	0.001407593414
174	0.001405902248
175	0.001404175953
176	0.001402502802
177	0.001400818842
178	0.001399167758
179	0.001397565668
180	0.001395986221
181	0.001394584118
182	0.001393057624
183	0.001391517857
184	0.001390095371
185	0.001388627461
186	0.001387210842
187	0.001385798042
188	0.001384413448
189	0.001383029749
190	0.001381666637
191	0.001380325029
192	0.001379071416
193	0.001377832143
194	0.001376624173
195	0.001375420158
196	0.001374142701
197	0.001372939034
198	0.001371744679
199	0.001370600903
200	0.001369457136
201	0.001368337826
202	0.001367236773
203	0.001366171938
204	0.001365066057
205	0.001363999616
206	0.001362941438
207	0.001361950576
208	0.001360942678
209	0.00136001105
210	0.001359059533
211	0.001358064345
212	0.001357160759
213	0.001356221636
214	0.001355317699
215	0.001354403467
216	0.001353505258
217	0.00135261857
218	0.001351777904
219	0.001350918812
220	0.001350034283
221	0.001349180837
222	0.00134836367
223	0.001347535578
224	0.001346769724
225	0.001345990825
226	0.001345201748
227	0.001344456308
228	0.001343676555
229	0.001342907936
230	0.001342136481
231	0.001341362624
232	0.001340647181
233	0.001339940705
234	0.001339239561
235	0.001338544088
236	0.001337823331
237	0.001337173725
238	0.001336490217
239	0.001335786631
240	0.001335088545
241	0.001334461183
242	0.001333838569
243	0.001333177764
244	0.0013325561
245	0.001331958024
246	0.001331350814
247	0.001330762843
248	0.001330217753
249	0.001329663247
250	0.001329095021
251	0.001328550555
252	0.001327950274
253	0.001327414348
254	0.001326907906
255	0.001326360527
256	0.001325835938
257	0.001325250601
258	0.001324749705
259	0.001324231529
260	0.001323735493
261	0.00132320904
262	0.001322725828
263	0.001322230366
264	0.001321715725
265	0.001321248032
266	0.001320750405
267	0.001320282262
268	0.001319818266
269	0.001319336445
270	0.001318916344
271	0.001318464861
272	0.001317991743
273	0.001317537559
274	0.001317091993
275	0.00131668092
276	0.001316258928
277	0.001315814939
278	0.001315398235
279	0.001315022328
280	0.001314607434
281	0.001314209354
282	0.001313812048
283	0.001313422671
284	0.001313018842
285	0.001312663304
286	0.001312286779
287	0.001311907132
288	0.001311549218
289	0.001311203642
290	0.001310826092
291	0.001310454996
292	0.001310058414
293	0.001309678335
294	0.001309354146
295	0.001308999944
296	0.001308649031
297	0.001308354359
298	0.001308009534
299	0.001307671805
300	0.001307319548
301	0.001306964127
302	0.00130660886
303	0.001306300969
304	0.001305981004
305	0.001305682037
306	0.001305381485
307	0.001305061633
308	0.001304742013
309	0.001304427816
310	0.001304138916
311	0.001303853758
312	0.001303574202
313	0.001303290302
314	0.001303010272
315	0.001302697746
316	0.001302426243
317	0.001302148992
318	0.001301875353
319	0.001301568523
320	0.001301287432
321	0.001301031474
322	0.001300746652
323	0.001300509227
324	0.001300261849
325	0.001299967917
326	0.001299658642
327	0.001299403049
328	0.001299157494
329	0.001298880014
330	0.001298634621
331	0.001298376809
332	0.001298125979
333	0.00129788289
334	0.001297658687
335	0.001297395862
336	0.001297145398
337	0.001296917821
338	0.001296669635
339	0.001296448147
340	0.001296199427
341	0.001295967078
342	0.001295736929
343	0.00129548992
344	0.001295238089
345	0.001294988568
346	0.001294738879
347	0.001294513265
348	0.001294257663
349	0.001294064767
350	0.001293850719
351	0.001293648919
352	0.001293420892
353	0.001293194206
354	0.001292948553
355	0.001292754181
356	0.001292521954
357	0.00129227886
358	0.001292071395
359	0.001291831719
360	0.001291608319
361	0.001291405564
362	0.001291204404
363	0.001291024332
364	0.001290823926
365	0.001290612882
366	0.001290407536
367	0.001290237729
368	0.001290054325
369	0.001289859361
370	0.001289681466
371	0.001289489355
372	0.00128924494
373	0.001289075834
374	0.001288862602
375	0.001288655813
376	0.00128848241
377	0.001288280894
378	0.001288101581
379	0.001287920293
380	0.001287736855
381	0.001287549281
382	0.001287364474
383	0.001287155312
384	0.001286918533
385	0.001286729199
386	0.001286551117
387	0.001286378509
388	0.001286205663
389	0.001286024718
390	0.00128586714
391	0.001285685032
392	0.001285506823
393	0.001285313789
394	0.001285106552
395	0.001284953835
396	0.001284774054
397	0.001284596131
398	0.001284388367
399	0.00128422575
400	0.001284054656
401	0.001283901962
402	0.001283737662
403	0.001283581882
404	0.001283425802
405	0.001283297037
406	0.001283171453
407	0.001283024092
408	0.001282859858
409	0.001282697993
410	0.001282544687
411	0.001282414384
412	0.001282231232
413	0.001282070165
414	0.001281900277
415	0.00128173019
416	0.001281564127
417	0.001281400527
418	0.001281248747
419	0.001281085987
420	0.001280939184
421	0.001280797611
422	0.001280640785
423	0.001280474209
424	0.0012803085
425	0.001280169371
426	0.001280030498
427	0.001279879878
428	0.001279732899
429	0.001279600838
430	0.001279457332
431	0.001279294836
432	0.001279171307
433	0.001279017086
434	0.001278869492
435	0.001278714674
436	0.001278563125
437	0.001278411624
438	0.001278263198
439	0.00127811238
440	0.001277954724
441	0.001277794731
442	0.001277667034
443	0.001277547891
444	0.001277400393
445	0.001277238567
446	0.001277102085
447	0.001276964293
448	0.001276848564
449	0.001276673518
450	0.001276511719
451	0.001276348008
452	0.001276199284
453	0.001276058687
454	0.001275900996
455	0.001275755303
456	0.001275601143
457	0.001275481251
458	0.001275345664
459	0.001275202784
460	0.001275051722
461	0.001274903094
462	0.001274762833
463	0.001274634171
464	0.001274460607
465	0.00127428866
466	0.001274163616
467	0.001274037467
468	0.001273906411
469	0.001273769923
470	0.001273614385
471	0.001273488779
472	0.001273345609
473	0.001273225408
474	0.001273088462
475	0.001272972348
476	0.001272833372
477	0.00127269697
478	0.001272573738
479	0.001272460238
480	0.001272335751
481	0.001272227466
482	0.001272077515
483	0.001271931749
484	0.001271817194
485	0.001271677441
486	0.001271538416
487	0.001271423251
488	0.001271317335
489	0.001271184493
490	0.00127108715
491	0.001270947048
492	0.001270839657
493	0.001270712197
494	0.001270566088
495	0.00127042146
496	0.001270293885
497	0.001270135468
498	0.001270022663
499	0.001269904065
500	0.001269761101
501	0.001269648546
502	0.001269524843
503	0.001269390316
504	0.001269249429
505	0.001269114858
506	0.001268977806
507	0.001268842705
508	0.001268722194
509	0.001268587165
510	0.001268477448
511	0.00126835142
512	0.001268207769
513	0.00126809817
514	0.001267952452
515	0.001267831034
516	0.00126768432
517	0.001267567962
518	0.001267420637
519	0.001267295065
520	0.001267168706
521	0.001267061987
522	0.001266955652
523	0.001266836505
524	0.001266725544
525	0.001266583557
526	0.001266455719
527	0.001266365404
528	0.001266250535
529	0.001266148202
530	0.001266017912
531	0.001265901686
532	0.001265780414
533	0.001265657493
534	0.001265575225
535	0.001265440875
536	0.001265332384
537	0.0012652309
538	0.001265082304
539	0.001264966903
540	0.001264892574
541	0.001264771335
542	0.001264661055
543	0.00126455181
544	0.001264478185
545	0.001264341786
546	0.001264200851
547	0.001264051414
548	0.001263921692
549	0.001263796284
550	0.001263650612
551	0.001263557126
552	0.001263455313
553	0.001263347981
554	0.001263263031
555	0.001263140866
556	0.001263019966
557	0.001262836069
558	0.001262736352
559	0.001262624152
560	0.001262495579
561	0.001262406439
562	0.001262329651
563	0.00126219942
564	0.001262064363
565	0.001261936994
566	0.001261832422
567	0.001261732607
568	0.001261622981
569	0.001261530465
570	0.00126145069
571	0.001261338939
572	0.001261257316
573	0.001261140954
574	0.001261029202
575	0.001260924531
